species_id,park_code,park_name,order,family,scientific_name,common_names,raptor_group,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected,raptor_sci_fam,is_raptor
NOCA-1205,NOCA,North Cascades,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,N/A,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
NOCA-1206,NOCA,North Cascades,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1207,NOCA,North Cascades,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1208,NOCA,North Cascades,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,N/A,Approved,Present,Native,Occasional,Unknown,Species of Concern,True,,False
NOCA-1209,NOCA,North Cascades,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1210,NOCA,North Cascades,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
NOCA-1211,NOCA,North Cascades,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-Green Swallow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1212,NOCA,North Cascades,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1213,NOCA,North Cascades,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
NOCA-1214,NOCA,North Cascades,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,N/A,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
NOCA-1215,NOCA,North Cascades,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
NOCA-1216,NOCA,North Cascades,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1217,NOCA,North Cascades,Passeriformes,Icteridae,Quiscalus mexicanus,Great-Tailed Grackle,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
NOCA-1218,NOCA,North Cascades,Passeriformes,Icteridae,Sturnella neglecta,Western Meadowlark,N/A,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
NOCA-1219,NOCA,North Cascades,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
NOCA-1220,NOCA,North Cascades,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
NOCA-1221,NOCA,North Cascades,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
NOCA-1222,NOCA,North Cascades,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
NOCA-1223,NOCA,North Cascades,Passeriformes,Motacillidae,Anthus rubescens,American Pipit,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1224,NOCA,North Cascades,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1225,NOCA,North Cascades,Passeriformes,Paridae,Poecile gambeli,Mountain Chickadee,N/A,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
NOCA-1226,NOCA,North Cascades,Passeriformes,Paridae,Poecile hudsonica,Boreal Chickadee,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1227,NOCA,North Cascades,Passeriformes,Paridae,Poecile rufescens,Chestnut-Backed Chickadee,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
NOCA-1228,NOCA,North Cascades,Passeriformes,Parulidae,Dendroica coronata auduboni,Yellow-Rumped Warbler (Audubon's Subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1229,NOCA,North Cascades,Passeriformes,Parulidae,Dendroica nigrescens,Black-Throated Gray Warbler,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1230,NOCA,North Cascades,Passeriformes,Parulidae,Dendroica occidentalis,Hermit Warbler,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
NOCA-1231,NOCA,North Cascades,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1232,NOCA,North Cascades,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1233,NOCA,North Cascades,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1234,NOCA,North Cascades,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
NOCA-1235,NOCA,North Cascades,Passeriformes,Parulidae,Seiurus aurocapilla,Ovenbird,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
NOCA-1236,NOCA,North Cascades,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
NOCA-1237,NOCA,North Cascades,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
NOCA-1238,NOCA,North Cascades,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1239,NOCA,North Cascades,Passeriformes,Parulidae,Vermivora peregrina,Tennessee Warbler,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
NOCA-1240,NOCA,North Cascades,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
NOCA-1241,NOCA,North Cascades,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
NOCA-1242,NOCA,North Cascades,Passeriformes,Passeridae,Passer domesticus,House Sparrow,N/A,Approved,Present,Not Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1243,NOCA,North Cascades,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
NOCA-1244,NOCA,North Cascades,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
NOCA-1245,NOCA,North Cascades,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1246,NOCA,North Cascades,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1247,NOCA,North Cascades,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,N/A,Approved,Present,Not Native,Rare,Breeder,Least Concern,False,,False
NOCA-1248,NOCA,North Cascades,Passeriformes,Troglodytidae,Catherpes mexicanus,Canyon Wren,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
NOCA-1249,NOCA,North Cascades,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1250,NOCA,North Cascades,Passeriformes,Troglodytidae,Salpinctes obsoletus,Rock Wren,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1251,NOCA,North Cascades,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewick's Wren,N/A,Approved,Present,Native,Occasional,Resident,Least Concern,False,,False
NOCA-1252,NOCA,North Cascades,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1253,NOCA,North Cascades,Passeriformes,Troglodytidae,Troglodytes pacificus,Pacific Wren,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1254,NOCA,North Cascades,Passeriformes,Turdidae,Catharus fuscescens,Veery,N/A,Approved,Present,Native,Uncommon,Unknown,Least Concern,False,,False
NOCA-1255,NOCA,North Cascades,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1256,NOCA,North Cascades,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1257,NOCA,North Cascades,Passeriformes,Turdidae,Ixoreus naevius,Varied Thrush,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1258,NOCA,North Cascades,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
NOCA-1259,NOCA,North Cascades,Passeriformes,Turdidae,Sialia currucoides,Mountain Bluebird,N/A,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
NOCA-1260,NOCA,North Cascades,Passeriformes,Turdidae,Turdus migratorius,American Robin,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
NOCA-1261,NOCA,North Cascades,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,N/A,Approved,Present,Native,Uncommon,Resident,Species of Concern,True,,False
NOCA-1262,NOCA,North Cascades,Passeriformes,Tyrannidae,Contopus sordidulus,Western Wood-Pewee,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1263,NOCA,North Cascades,Passeriformes,Tyrannidae,Empidonax difficilis,Pacific-Slope Flycatcher,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1264,NOCA,North Cascades,Passeriformes,Tyrannidae,Empidonax hammondii,Hammond's Flycatcher,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1265,NOCA,North Cascades,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
NOCA-1266,NOCA,North Cascades,Passeriformes,Tyrannidae,Empidonax oberholseri,Dusky Flycatcher,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1267,NOCA,North Cascades,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,N/A,Approved,Present,Native,Rare,Resident,Species of Concern,True,,False
NOCA-1268,NOCA,North Cascades,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
NOCA-1269,NOCA,North Cascades,Passeriformes,Tyrannidae,Tyrannus tyrannus,Eastern Kingbird,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1270,NOCA,North Cascades,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
NOCA-1271,NOCA,North Cascades,Passeriformes,Vireonidae,Vireo cassinii,Cassin's Vireo,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1272,NOCA,North Cascades,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
NOCA-1273,NOCA,North Cascades,Passeriformes,Vireonidae,Vireo huttoni,Hutton's Vireo,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1274,NOCA,North Cascades,Passeriformes,Vireonidae,Vireo olivaceus,Red-Eyed Vireo,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1275,NOCA,North Cascades,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
NOCA-1276,NOCA,North Cascades,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,N/A,Approved,Present,Native,Occasional,Unknown,Species of Concern,True,,False
NOCA-1277,NOCA,North Cascades,Pelecaniformes,Ardeidae,Butorides virescens,Green Heron,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1278,NOCA,North Cascades,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,N/A,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
NOCA-1279,NOCA,North Cascades,Piciformes,Picidae,Colaptes auratus cafer,Northern Flicker (cafer subspecies),N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1280,NOCA,North Cascades,Piciformes,Picidae,Dryocopus pileatus abieticola,Pileated Woodpecker (abieticola subspecies),N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
NOCA-1281,NOCA,North Cascades,Piciformes,Picidae,Melanerpes lewis,Lewis' Woodpecker,N/A,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
NOCA-1282,NOCA,North Cascades,Piciformes,Picidae,Picoides albolarvatus,White-Headed Woodpecker,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
NOCA-1283,NOCA,North Cascades,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker,N/A,Approved,Present,Native,Occasional,Unknown,Under Review,True,,False
NOCA-1284,NOCA,North Cascades,Piciformes,Picidae,Picoides dorsalis fasciatus,American Three-Toed Woodpecker (fasciatus subspecies),N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
NOCA-1285,NOCA,North Cascades,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
NOCA-1286,NOCA,North Cascades,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1287,NOCA,North Cascades,Piciformes,Picidae,Sphyrapicus nuchalis,Red-Naped Sapsucker,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
NOCA-1288,NOCA,North Cascades,Piciformes,Picidae,Sphyrapicus ruber,Red-Breasted Sapsucker,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
NOCA-1289,NOCA,North Cascades,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,N/A,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
NOCA-1290,NOCA,North Cascades,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
NOCA-1291,NOCA,North Cascades,Podicipediformes,Podicipedidae,Podiceps auritus,Horned Grebe,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
NOCA-1292,NOCA,North Cascades,Podicipediformes,Podicipedidae,Podiceps grisegena,Red-Necked Grebe,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
NOCA-1293,NOCA,North Cascades,Podicipediformes,Podicipedidae,Podiceps nigricollis,Eared Grebe,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
NOCA-1294,NOCA,North Cascades,Podicipediformes,Podicipedidae,Podilymbus podiceps,Pied-Billed Grebe,N/A,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
NOCA-1295,NOCA,North Cascades,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Owl,Approved,Present,Native,Occasional,Breeder,Least Concern,False,Strigidae,True
NOCA-1296,NOCA,North Cascades,Strigiformes,Strigidae,Aegolius funereus,Boreal Owl,Owl,Approved,Present,Native,Occasional,Unknown,Least Concern,False,Strigidae,True
NOCA-1297,NOCA,North Cascades,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Owl,Approved,Present,Native,Occasional,Unknown,Species of Concern,True,Strigidae,True
NOCA-1298,NOCA,North Cascades,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Owl,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True,Strigidae,True
NOCA-1299,NOCA,North Cascades,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False,Strigidae,True
NOCA-1300,NOCA,North Cascades,Strigiformes,Strigidae,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False,Strigidae,True
NOCA-1301,NOCA,North Cascades,Strigiformes,Strigidae,Megascops kennicottii,Western Screech-Owl,Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False,Strigidae,True
NOCA-1302,NOCA,North Cascades,Strigiformes,Strigidae,Strix nebulosa,Great Gray Owl,Owl,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,Strigidae,True
NOCA-1303,NOCA,North Cascades,Strigiformes,Strigidae,Strix occidentalis caurina,Northern Spotted Owl,Owl,Approved,Present,Native,Rare,Breeder,Threatened,True,Strigidae,True
NOCA-1304,NOCA,North Cascades,Strigiformes,Strigidae,Strix varia,Barred Owl,Owl,Approved,Present,Native,Common,Breeder,Least Concern,False,Strigidae,True
OLYM-1080,OLYM,Olympic,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,Accipitridae,True
OLYM-1081,OLYM,Olympic,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Hawk,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,Accipitridae,True
OLYM-1082,OLYM,Olympic,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,Accipitridae,True
OLYM-1083,OLYM,Olympic,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Eagle,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,Accipitridae,True
OLYM-1084,OLYM,Olympic,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Hawk,Approved,Present,Native,Common,Breeder,Least Concern,False,Accipitridae,True
OLYM-1085,OLYM,Olympic,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Hawk,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True,Accipitridae,True
OLYM-1086,OLYM,Olympic,Accipitriformes,Accipitridae,Buteo platypterus,Broad-Winged Hawk,Hawk,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,Accipitridae,True
OLYM-1087,OLYM,Olympic,Accipitriformes,Accipitridae,Buteo swainsoni,Swainson's Hawk,Hawk,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,Accipitridae,True
OLYM-1088,OLYM,Olympic,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Harrier,Approved,Present,Native,Common,Resident,Species of Concern,True,Accipitridae,True
OLYM-1089,OLYM,Olympic,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Eagle,Approved,Present,Native,Common,Breeder,In Recovery,True,Accipitridae,True
OLYM-1090,OLYM,Olympic,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Vulture,Approved,Present,Native,Common,Resident,Species of Concern,True,Cathartidae,True
OLYM-1091,OLYM,Olympic,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Osprey,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,Pandionidae,True
OLYM-1092,OLYM,Olympic,Anseriformes,Anatidae,Aix sponsa,Wood Duck,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
OLYM-1093,OLYM,Olympic,Anseriformes,Anatidae,Anas acuta,Northern Pintail,N/A,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
OLYM-1094,OLYM,Olympic,Anseriformes,Anatidae,Anas americana,American Wigeon,N/A,Approved,Present,Native,Common,Resident,Least Concern,False,,False
OLYM-1095,OLYM,Olympic,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
OLYM-1096,OLYM,Olympic,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
OLYM-1097,OLYM,Olympic,Anseriformes,Anatidae,Anas cyanoptera,Cinnamon Teal,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
OLYM-1098,OLYM,Olympic,Anseriformes,Anatidae,Anas discors,Blue-Winged Teal,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
OLYM-1099,OLYM,Olympic,Anseriformes,Anatidae,Anas penelope,Eurasian Wigeon,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
OLYM-1100,OLYM,Olympic,Anseriformes,Anatidae,Anas platyrhynchos,Mallard,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
OLYM-1101,OLYM,Olympic,Anseriformes,Anatidae,Anas strepera,Gadwall,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
OLYM-1102,OLYM,Olympic,Anseriformes,Anatidae,Anser albifrons,Greater White-Fronted Goose,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
OLYM-1103,OLYM,Olympic,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,N/A,Approved,Present,Native,Uncommon,Resident,Species of Concern,True,,False
OLYM-1104,OLYM,Olympic,Anseriformes,Anatidae,Aythya americana,Redhead,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
OLYM-1105,OLYM,Olympic,Anseriformes,Anatidae,Aythya collaris,Ring-Necked Duck,N/A,Approved,Present,Native,Common,Resident,Least Concern,False,,False
OLYM-1106,OLYM,Olympic,Anseriformes,Anatidae,Aythya marila,Greater Scaup,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
OLYM-1107,OLYM,Olympic,Anseriformes,Anatidae,Aythya valisineria,Canvasback,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
OLYM-1108,OLYM,Olympic,Anseriformes,Anatidae,Branta bernicla,Brant,N/A,Approved,Present,Native,Occasional,Resident,Least Concern,False,,False
OLYM-1109,OLYM,Olympic,Anseriformes,Anatidae,Branta canadensis,Canada Goose,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
OLYM-1110,OLYM,Olympic,Anseriformes,Anatidae,Branta hutchinsii,Cackling Goose,N/A,Approved,Present,Native,Uncommon,Unknown,Least Concern,False,,False
OLYM-1111,OLYM,Olympic,Anseriformes,Anatidae,Bucephala albeola,Bufflehead,N/A,Approved,Present,Native,Common,Resident,Least Concern,False,,False
OLYM-1112,OLYM,Olympic,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
OLYM-1113,OLYM,Olympic,Anseriformes,Anatidae,Bucephala islandica,Barrow's Goldeneye,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
OLYM-1114,OLYM,Olympic,Anseriformes,Anatidae,Chen caerulescens,Snow Goose,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
OLYM-1115,OLYM,Olympic,Anseriformes,Anatidae,Clangula hyemalis,Long-Tailed Duck,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
OLYM-1116,OLYM,Olympic,Anseriformes,Anatidae,Cygnus buccinator,Trumpeter Swan,N/A,Approved,Present,Native,Uncommon,Resident,Species of Concern,True,,False
OLYM-1117,OLYM,Olympic,Anseriformes,Anatidae,Cygnus columbianus,Tundra Swan,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
OLYM-1118,OLYM,Olympic,Anseriformes,Anatidae,Histrionicus histrionicus,Harlequin Duck,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
OLYM-1119,OLYM,Olympic,Anseriformes,Anatidae,Lophodytes cucullatus,Hooded Merganser,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
OLYM-1120,OLYM,Olympic,Anseriformes,Anatidae,Melanitta fusca,White-Winged Scoter,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
OLYM-1121,OLYM,Olympic,Anseriformes,Anatidae,Melanitta nigra,Black Scoter,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
OLYM-1122,OLYM,Olympic,Anseriformes,Anatidae,Melanitta perspicillata,Surf Scoter,N/A,Approved,Present,Native,Abundant,Resident,Least Concern,False,,False
OLYM-1123,OLYM,Olympic,Anseriformes,Anatidae,Mergus merganser,Common Merganser,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
OLYM-1124,OLYM,Olympic,Anseriformes,Anatidae,Mergus serrator,Red-Breasted Merganser,N/A,Approved,Present,Native,Common,Resident,Least Concern,False,,False
OLYM-1125,OLYM,Olympic,Anseriformes,Anatidae,Oxyura jamaicensis,Ruddy Duck,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
OLYM-1126,OLYM,Olympic,Apodiformes,Apodidae,Chaetura vauxi,Vaux's Swift,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
OLYM-1127,OLYM,Olympic,Apodiformes,Apodidae,Cypseloides niger,Black Swift,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
OLYM-1128,OLYM,Olympic,Apodiformes,Trochilidae,Calypte anna,Anna's Hummingbird,N/A,Approved,Present,Native,Uncommon,Unknown,Least Concern,False,,False
OLYM-1129,OLYM,Olympic,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
OLYM-1130,OLYM,Olympic,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
OLYM-1131,OLYM,Olympic,Charadriiformes,Alcidae,Aethia psittacula,Parakeet Auklet,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
OLYM-1132,OLYM,Olympic,Charadriiformes,Alcidae,Brachyramphus marmoratus,Marbled Murrelet,N/A,Approved,Present,Native,Common,Breeder,Threatened,True,,False
OLYM-1133,OLYM,Olympic,Charadriiformes,Alcidae,Cepphus columba,Pigeon Guillemot,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
OLYM-1134,OLYM,Olympic,Charadriiformes,Alcidae,Cerorhinca monocerata,Rhinoceros Auklet,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
OLYM-1135,OLYM,Olympic,Charadriiformes,Alcidae,Fratercula cirrhata,Tufted Puffin,N/A,Approved,Present,Native,Uncommon,Breeder,Under Review,True,,False
OLYM-1136,OLYM,Olympic,Charadriiformes,Alcidae,Fratercula corniculata,Horned Puffin,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
