species_code,order,family,scientific_name,common_name,raptor_group
1084,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,N/A
1085,Passeriformes,Troglodytidae,Troglodytes troglodytes hiemalis,Winter Wren (hiemalis subspecies),N/A
1086,Passeriformes,Troglodytidae,Troglodytes troglodytes pacificus,Winter Wren (pacificus subspecies),N/A
1087,Trogoniformes,Trogonidae,Trogon elegans,Elegant Trogon,N/A
1088,Charadriiformes,Scolopacidae,Tryngites subruficollis,Buff-Breasted Sandpiper,N/A
1089,Passeriformes,Turdidae,Turdus grayi,Clay-Colored Robin,N/A
1090,Passeriformes,Turdidae,Turdus migratorius,American Robin,N/A
1091,Passeriformes,Turdidae,Turdus migratorius caurinus,American Robin (caurinus subspecies),N/A
1092,Passeriformes,Turdidae,Turdus migratorius migratorius,American Robin (migratorius subspecies),N/A
1093,Passeriformes,Turdidae,Turdus migratorius propinquus,American Robin (propinquus subspecies),N/A
1094,Passeriformes,Turdidae,Turdus rufopalliatus,Rufous-Backed Robin,N/A
1095,Galliformes,Phasianidae,Tympanuchus cupido,Prairie Chicken,N/A
1096,Galliformes,Phasianidae,Tympanuchus cupido cupido,Heath Hen,N/A
1097,Galliformes,Phasianidae,Tympanuchus pallidicinctus,Lesser Prairie-Chicken,N/A
1098,Galliformes,Phasianidae,Tympanuchus phasianellus,Sharp-Tailed Grouse,N/A
1099,Passeriformes,Tyrannidae,Tyrannus couchii,Couch's Kingbird,N/A
1100,Passeriformes,Tyrannidae,Tyrannus crassirostris,Thick-Billed Kingbird,N/A
1101,Passeriformes,Tyrannidae,Tyrannus dominicensis,Gray Kingbird,N/A
1102,Passeriformes,Tyrannidae,Tyrannus forficatus,Scissor-Tailed Flycatcher,N/A
1103,Passeriformes,Tyrannidae,Tyrannus melancholicus,Tropical Kingbird,N/A
1104,Passeriformes,Tyrannidae,Tyrannus savana,Fork-Tailed Flycatcher,N/A
1105,Passeriformes,Tyrannidae,Tyrannus tyrannus,Eastern Kingbird,N/A
1106,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,N/A
1107,Passeriformes,Tyrannidae,Tyrannus vociferans,Cassin's Kingbird,N/A
1108,Strigiformes,Tytonidae,Tyto alba,Barn Owl,Owl
1109,Charadriiformes,Alcidae,Uria aalge,Common Murre,N/A
1110,Charadriiformes,Alcidae,Uria aalge californica,Common Murre (californica subspecies),N/A
1111,Charadriiformes,Alcidae,Uria lomvia,Thick-Billed Murre,N/A
1112,Charadriiformes,Alcidae,Uria troile californica,California Murre,N/A
1113,Passeriformes,Parulidae,Vermivora bachmanii,"Bachman's Warbler, Bachman's Wood Warbler",N/A
1114,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,N/A
1115,Passeriformes,Parulidae,Vermivora celata celata,Orange-Crowned Warbler (celata subspecies),N/A
1116,Passeriformes,Parulidae,Vermivora celata lutescens,Orange-Crowned Warbler (lutescens subspecies),N/A
1117,Passeriformes,Parulidae,Vermivora celata orestera,Orange-Crowned Warbler (orestera subspecies),N/A
1118,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,N/A
1119,Passeriformes,Parulidae,Vermivora chrysoptera X pinus,Brewster's Warbler,N/A
1120,Passeriformes,Parulidae,Vermivora crissalis,Colima Warbler,N/A
1121,Passeriformes,Parulidae,Vermivora lawrencei,Lawrence's Warbler,N/A
1122,Passeriformes,Parulidae,Vermivora leucobronchialis,Brewster's Warbler,N/A
1123,Passeriformes,Parulidae,Vermivora luciae,Lucy's Warbler,N/A
1124,Passeriformes,Parulidae,Vermivora peregrina,Tennessee Warbler,N/A
1125,Passeriformes,Parulidae,Vermivora pinus,Blue-Winged Warbler,N/A
1126,Passeriformes,Parulidae,Vermivora pinus X chrysoptera,Brewster's Warbler,N/A
1127,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,N/A
1128,Passeriformes,Parulidae,Vermivora ruficapilla ridgwayi,Nashville Warbler (ridgwayi subspecies),N/A
1129,Passeriformes,Parulidae,Vermivora ruficapilla ruficapilla,Nashville Warbler (ruficapilla subspecies),N/A
1130,Passeriformes,Parulidae,Vermivora virginiae,Virginia's Warbler,N/A
1131,Passeriformes,Vireonidae,Vireo altiloquus,Black-Whiskered Vireo,N/A
1132,Passeriformes,Vireonidae,Vireo atricapilla,Black-Capped Vireo,N/A
1133,Passeriformes,Vireonidae,Vireo bellii,Bell's Vireo,N/A
1134,Passeriformes,Vireonidae,Vireo cassinii,Cassin's Vireo,N/A
1135,Passeriformes,Vireonidae,Vireo crassirostris,Thick-Billed Vireo,N/A
1136,Passeriformes,Vireonidae,Vireo flavifrons,Yellow-Throated Vireo,N/A
1137,Passeriformes,Vireonidae,Vireo flavoviridis,Yellow-Green Vireo,N/A
1138,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,N/A
1139,Passeriformes,Vireonidae,Vireo gilvus brewsteri,Warbling Vireo (brewsteri subspecies),N/A
1140,Passeriformes,Vireonidae,Vireo gilvus gilvus,Warbling Vireo (gilvus subspecies),N/A
1141,Passeriformes,Vireonidae,Vireo gilvus leucopolius,Warbling Vireo (leucopolius subspecies),N/A
1142,Passeriformes,Vireonidae,Vireo gilvus swainsoni,Warbling Vireo (swainsoni subspecies),N/A
1143,Passeriformes,Vireonidae,Vireo griseus,White-Eyed Vireo,N/A
1144,Passeriformes,Vireonidae,Vireo griseus griseus,White-Eyed Vireo (griseus subspecies),N/A
1145,Passeriformes,Vireonidae,Vireo huttoni,Hutton's Vireo,N/A
1146,Passeriformes,Vireonidae,Vireo olivaceus,Red-Eyed Vireo,N/A
1147,Passeriformes,Vireonidae,Vireo olivaceus olivaceus,Red-Eyed Vireo (olivaceus subspecies),N/A
1148,Passeriformes,Vireonidae,Vireo philadelphicus,Philadelphia Vireo,N/A
1149,Passeriformes,Vireonidae,Vireo plumbeus,Plumbeous Vireo,N/A
1150,Passeriformes,Vireonidae,Vireo plumbeus plumbeus,Plumbeous Vireo (plumbeus subspecies),N/A
1151,Passeriformes,Vireonidae,Vireo solitarius,"Blue-Headed Vireo, Solitary Vireo",N/A
1152,Passeriformes,Vireonidae,Vireo solitarius cassinii,Blue-Headed Vireo (cassinii subspecies),N/A
1153,Passeriformes,Vireonidae,Vireo solitarius plumbeus,Blue-Headed Vireo (plumbeus subspecies),N/A
1154,Passeriformes,Vireonidae,Vireo solitarius solitarius,Blue-Headed Vireo (solitarius subspecies),N/A
1155,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,N/A
1156,Passeriformes,Parulidae,Wilsonia canadensis,Canada Warbler,N/A
1157,Passeriformes,Parulidae,Wilsonia citrina,Hooded Warbler,N/A
1158,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,N/A
1159,Passeriformes,Parulidae,Wilsonia pusilla chryseola,Wilson's Warbler (chryseola subspecies),N/A
1160,Passeriformes,Parulidae,Wilsonia pusilla pileolata,Wilson's Warbler (pileolata subspecies),N/A
1161,Passeriformes,Parulidae,Wilsonia pusilla pusilla,Wilson's Warbler (pusilla subspecies),N/A
1162,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,N/A
1163,Charadriiformes,Laridae,Xema sabini,Sabine's Gull,N/A
1164,Columbiformes,Columbidae,Zenaida asiatica,White-Winged Dove,N/A
1165,Columbiformes,Columbidae,Zenaida aurita,Zenaida Dove,N/A
1166,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove,N/A
1167,Columbiformes,Columbidae,Zenaida macroura carolinensis,Mourning Dove (carolinensis subspecies),N/A
1168,Columbiformes,Columbidae,Zenaida macroura marginella,Mourning Dove (marginella subspecies),N/A
1169,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,N/A
1170,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow,N/A
1171,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,N/A
1172,Passeriformes,Emberizidae,Zonotrichia leucophrys gambelii,White-Crowned Sparrow (gambelii subspecies),N/A
1173,Passeriformes,Emberizidae,Zonotrichia leucophrys leucophrys,White-Crowned Sparrow (leucophrys subspecies),N/A
1174,Passeriformes,Emberizidae,Zonotrichia leucophrys oriantha,White-Crowned Sparrow (Mountain Subspecies),N/A
1175,Passeriformes,Emberizidae,Zonotrichia leucophrys pugetensis,White-Crowned Sparrow (pugetensis subspecies),N/A
1176,Passeriformes,Emberizidae,Zonotrichia querula,Harris's Sparrow,N/A
1177,Passeriformes,Zosteropidae,Zosterops japonicus,Japanese White-Eye,N/A
