species_code,order,family,scientific_name,common_name,raptor_group
0469,Gruiformes,Rallidae,Fulica americana,American Coot,N/A
0470,Gruiformes,Rallidae,Fulica americana americana,American Coot (americana subspecies),N/A
0471,Gruiformes,Rallidae,Fulica caribaea,Caribbean Coot,N/A
0472,Procellariiformes,Procellariidae,Fulmarus glacialis,Northern Fulmar,N/A
0473,Charadriiformes,Scolopacidae,Gallinago delicata,Wilson's Snipe,N/A
0474,Charadriiformes,Scolopacidae,Gallinago gallinago,Common Snipe,N/A
0475,Charadriiformes,Scolopacidae,Gallinago gallinago delicata,Common Snipe (delicata subspecies),N/A
0476,Gruiformes,Rallidae,Gallinula chloropus,Common Moorhen,N/A
0477,Gruiformes,Rallidae,Gallinula chloropus cachinnans,Common Moorhen (cachinnans subspecies),N/A
0478,Gruiformes,Rallidae,Gallinula galeata,Common Gallinule,N/A
0479,Galliformes,Phasianidae,Gallus gallus,"Moa, Red Junglefowl",N/A
0480,Passeriformes,Leiothrichidae,Garrulax canorus,Chinese Hwamei,N/A
0481,Gaviiformes,Gaviidae,Gavia adamsii,Yellow-Billed Loon,N/A
0482,Gaviiformes,Gaviidae,Gavia arctica,Arctic Loon,N/A
0483,Gaviiformes,Gaviidae,Gavia arctica pacifica,Arctic Loon (pacifica subspecies),N/A
0484,Gaviiformes,Gaviidae,Gavia immer,Common Loon,N/A
0485,Gaviiformes,Gaviidae,Gavia pacifica,Pacific Loon,N/A
0486,Gaviiformes,Gaviidae,Gavia stellata,Red-Throated Loon,N/A
0487,Cuculiformes,Cuculidae,Geococcyx californianus,Greater Roadrunner,N/A
0488,Columbiformes,Columbidae,Geopelia striata,Zebra Dove,N/A
0489,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,N/A
0490,Passeriformes,Parulidae,Geothlypis trichas brachidactylus,Common Yellowthroat (brachidactylus subspecies),N/A
0491,Passeriformes,Parulidae,Geothlypis trichas campicola,Common Yellowthroat (campicola subspecies),N/A
0492,Passeriformes,Parulidae,Geothlypis trichas trichas,Common Yellowthroat (trichas subspecies),N/A
0493,Columbiformes,Columbidae,Geotrygon chrysia,Key West Quail-Dove,N/A
0494,Columbiformes,Columbidae,Geotrygon montana,Ruddy Quail-Dove,N/A
0495,Strigiformes,Strigidae,Glaucidium brasilianum,Ferruginous Pygmy-Owl,Owl
0496,Strigiformes,Strigidae,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Owl
0497,Strigiformes,Strigidae,Glaucidium gnoma grinnelli,Northern Pygmy Owl,Owl
0498,Passeriformes,Sturnidae,Gracula religiosa,Hill Myna,N/A
0499,Gruiformes,Gruidae,Grus americana,Whooping Crane,N/A
0500,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,N/A
0501,Charadriiformes,Laridae,Gygis alba rothschildi,"Manu-O-Ku, White Tern",N/A
0502,Accipitriformes,Cathartidae,Gymnogyps californianus,California Condor,Condor
0503,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,N/A
0504,Charadriiformes,Haematopodidae,Haematopus bachmani,Black Oystercatcher,N/A
0505,Charadriiformes,Haematopodidae,Haematopus palliatus,American Oystercatcher,N/A
0506,Passeriformes,Fringillidae,Haemorhous mexicanus frontalis,House Finch,N/A
0507,Passeriformes,Fringillidae,Haemorhous purpureus californicus,Purple Finch,N/A
0508,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Eagle
0509,Accipitriformes,Accipitridae,Haliaeetus leucocephalus alascanus,Bald Eagle (alascanus subspecies),Eagle
0510,Accipitriformes,Accipitridae,Haliaeetus leucocephalus leucocephalus,Bald Eagle (leucocephalus subspecies),Eagle
0511,Passeriformes,Parulidae,Helmitheros vermivorum,Worm-Eating Warbler,N/A
0512,Passeriformes,Fringillidae,Hemignathus lucidus affinis,"Maui Nukupu`U, Nukupu`U",N/A
0513,Passeriformes,Fringillidae,Hemignathus obscurus obscurus,Hawai'i 'Akialoa,N/A
0514,Passeriformes,Fringillidae,Hemignathus wilsoni,ʻAkiap l ʻAu,N/A
0515,Passeriformes,Fringillidae,Hesperiphona vespertina brooksi,Evening Grosbeak,N/A
0516,Passeriformes,Fringillidae,Hesperiphona vespertina montana,Evening Grosbeak,N/A
0517,Charadriiformes,Scolopacidae,Heteroscelus brevipes,"Gray-Tailed Tattler, Grey-Tailed Tattler",N/A
0518,Charadriiformes,Recurvirostridae,Himantopus mexicanus,Black-Necked Stilt,N/A
0519,Passeriformes,Fringillidae,Himatione sanguinea,ʻApapane,N/A
0520,Passeriformes,Hirundinidae,Hirundo erythrogaster,American Barn Swallow,N/A
0521,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,N/A
0522,Passeriformes,Hirundinidae,Hirundo rustica erythrogaster,Barn Swallow (erythrogaster subspecies),N/A
0523,Anseriformes,Anatidae,Histrionicus histrionicus,Harlequin Duck,N/A
0524,Passeriformes,Cettiidae,Horornis diphone,Japanese Bush-Warbler,N/A
0525,Apodiformes,Trochilidae,Hylocharis leucotis,White-Eared Hummingbird,N/A
0526,Passeriformes,Turdidae,Hylocichla guttata auduboni,"Audubon Hermit Thrush, Audubon's Hermit Thrush",N/A
0527,Passeriformes,Turdidae,Hylocichla mustelina,Wood Thrush,N/A
0528,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,N/A
0529,Passeriformes,Parulidae,Icteria virens virens,Yellow-Breasted Chat (virens subspecies),N/A
0530,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,N/A
0531,Passeriformes,Icteridae,Icterus cucullatus,Hooded Oriole,N/A
0532,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",N/A
0533,Passeriformes,Icteridae,Icterus galbula bullockii,Baltimore Oriole (bullockii subspecies),N/A
0534,Passeriformes,Icteridae,Icterus parisorum,Scott's Oriole,N/A
0535,Passeriformes,Icteridae,Icterus pectoralis,Spot-Breasted Oriole,N/A
0536,Passeriformes,Icteridae,Icterus pustulatus,Streak-Backed Oriole,N/A
0537,Passeriformes,Icteridae,Icterus spurius,Orchard Oriole,N/A
0538,Passeriformes,Icteridae,Icterus wagleri,Black-Vented Oriole,N/A
0539,Accipitriformes,Accipitridae,Ictinia mississippiensis,Mississippi Kite,Kite
0540,Pelecaniformes,Ardeidae,Ixobrychus exilis,Least Bittern,N/A
0541,Pelecaniformes,Ardeidae,Ixobrychus exilis hesperis,Least Bittern (hesperis subspecies),N/A
0542,Passeriformes,Turdidae,Ixoreus naevius,Varied Thrush,N/A
0543,Passeriformes,Turdidae,Ixoreus naevius naevius,Varied Thrush (naevius subspecies),N/A
0544,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco,N/A
0545,Passeriformes,Emberizidae,Junco hyemalis aikeni,Dark-Eyed Junco (aikeni subspecies),N/A
0546,Passeriformes,Emberizidae,Junco hyemalis caniceps,Dark-Eyed Junco (Gray-Headed),N/A
0547,Passeriformes,Emberizidae,Junco hyemalis cismontanus,Dark-Eyed Junco (Cassiar),N/A
0548,Passeriformes,Emberizidae,Junco hyemalis dorsalis,Dark-Eyed Junco (Red-Backed),N/A
0549,Passeriformes,Emberizidae,Junco hyemalis hyemalis,Dark-Eyed Junco (Slate-Colored),N/A
0550,Passeriformes,Emberizidae,Junco hyemalis mearnsi,Dark-Eyed Junco (Pink-Sided),N/A
0551,Passeriformes,Emberizidae,Junco hyemalis oreganus,Dark-Eyed Junco (Oregon),N/A
0552,Passeriformes,Emberizidae,Junco hyemalis shufeldti,Dark-Eyed Junco (shufeldti subspecies),N/A
0553,Passeriformes,Emberizidae,Junco hyemalis thurberi,Dark-Eyed Junco (thurberi subspecies),N/A
0554,Passeriformes,Emberizidae,Junco oreganus,Oregon Junco,N/A
0555,Passeriformes,Emberizidae,Junco oreganus thurberi,Oregon Junco (thurberi subspecies),N/A
0556,Passeriformes,Emberizidae,Junco phaeonotus,Yellow-Eyed Junco,N/A
0557,Galliformes,Phasianidae,Lagopus lagopus,Willow Ptarmigan,N/A
0558,Galliformes,Phasianidae,Lagopus leucura,White-Tailed Ptarmigan,N/A
0559,Galliformes,Phasianidae,Lagopus leucura rainierensis,White-Tailed Ptarmigan (rainierensis subspecies),N/A
0560,Galliformes,Phasianidae,Lagopus muta,Rock Ptarmigan,N/A
0561,Apodiformes,Trochilidae,Lampornis clemenciae,Blue-Throated Hummingbird,N/A
0562,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike,N/A
0563,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,N/A
0564,Passeriformes,Laniidae,Lanius ludovicianus excubitorides,Loggerhead Shrike (excubitorides subspecies),N/A
0565,Passeriformes,Laniidae,Lanius ludovicianus migrans,Loggerhead Shrike (migrans subspecies),N/A
0566,Charadriiformes,Laridae,Larus argentatus,Herring Gull,N/A
0567,Charadriiformes,Laridae,Larus argentatus smithsonianus,Herring Gull (smithsonianus subspecies),N/A
0568,Charadriiformes,Laridae,Larus atricilla,Laughing Gull,N/A
0569,Charadriiformes,Laridae,Larus californicus,California Gull,N/A
0570,Charadriiformes,Laridae,Larus canus,Mew Gull,N/A
0571,Charadriiformes,Laridae,Larus delawarensis,Ring-Billed Gull,N/A
0572,Charadriiformes,Laridae,Larus fuscus,Lesser Black-Backed Gull,N/A
0573,Charadriiformes,Laridae,Larus glaucescens,Glaucous-Winged Gull,N/A
0574,Charadriiformes,Laridae,Larus glaucoides,Iceland Gull,N/A
0575,Charadriiformes,Laridae,Larus heermanni,Heermann's Gull,N/A
0576,Charadriiformes,Laridae,Larus hyperboreus,Glaucous Gull,N/A
0577,Charadriiformes,Laridae,Larus marinus,Great Black-Backed Gull,N/A
0578,Charadriiformes,Laridae,Larus minutus,Little Gull,N/A
0579,Charadriiformes,Laridae,Larus occidentalis,Western Gull,N/A
0580,Charadriiformes,Laridae,Larus occidentalis X glaucescens,Olympic Gull,N/A
0581,Charadriiformes,Laridae,Larus philadelphia,Bonaparte's Gull,N/A
0582,Charadriiformes,Laridae,Larus pipixcan,Franklin's Gull,N/A
0583,Charadriiformes,Laridae,Larus ridibundus,"Black-Headed Gull, Common Black-Headed Gull",N/A
0584,Charadriiformes,Laridae,Larus schistisagus,Slaty-Backed Gull,N/A
0585,Charadriiformes,Laridae,Larus thayeri,Thayer's Gull,N/A
0586,Gruiformes,Rallidae,Laterallus jamaicensis,Black Rail,N/A
0587,Passeriformes,Tyrannidae,Legatus leucophaius,Piratic Flycatcher,N/A
0588,Passeriformes,Parulidae,Leiothlypis celata orestera,Orange-Crowned Warbler (orestera subspecies),N/A
0589,Passeriformes,Leiothrichidae,Leiothrix lutea,Red-Billed Leiothrix,N/A
0590,Columbiformes,Columbidae,Leptotila verreauxi,White-Tipped Dove,N/A
0591,Passeriformes,Fringillidae,Leucosticte arctoa,Rosy Finch,N/A
0592,Passeriformes,Fringillidae,Leucosticte atrata,Black Rosy-Finch,N/A
0593,Passeriformes,Fringillidae,Leucosticte australis,Brown-Capped Rosy-Finch,N/A
0594,Passeriformes,Fringillidae,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,N/A
0595,Passeriformes,Fringillidae,Leucosticte tephrocotis littoralis,Gray-Crowned Rosy-Finch (littoralis subspecies),N/A
0596,Charadriiformes,Scolopacidae,Limnodromus griseus,Short-Billed Dowitcher,N/A
0597,Charadriiformes,Scolopacidae,Limnodromus scolopaceus,Long-Billed Dowitcher,N/A
0598,Passeriformes,Parulidae,Limnothlypis swainsonii,Swainson's Warbler,N/A
0599,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,N/A
0600,Charadriiformes,Scolopacidae,Limosa haemastica,Hudsonian Godwit,N/A
0601,Charadriiformes,Scolopacidae,Limosa lapponica,Bar-Tailed Godwit,N/A
0602,Charadriiformes,Scolopacidae,Limosa limosa,Black-Tailed Godwit,N/A
0603,Passeriformes,Estrildidae,Lonchura malabarica,"Indian Silverbill, Warbling Silverbill",N/A
0604,Passeriformes,Estrildidae,Lonchura oryzivora,Java Sparrow,N/A
0605,Passeriformes,Estrildidae,Lonchura punctulata,Scaly-Breasted Munia,N/A
0606,Anseriformes,Anatidae,Lophodytes cucullatus,Hooded Merganser,N/A
0607,Galliformes,Phasianidae,Lophura leucomelanos,Kalij Pheasant,N/A
0608,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,N/A
0609,Passeriformes,Fringillidae,Loxia curvirostra bendirei,Red Crossbill (bendirei subspecies),N/A
0610,Passeriformes,Fringillidae,Loxia curvirostra grinnelli,Red Crossbill (grinnelli subspecies),N/A
0611,Passeriformes,Fringillidae,Loxia curvirostra minor,Red Crossbill (minor subspecies),N/A
0612,Passeriformes,Fringillidae,Loxia curvirostra stricklandi,Red Crossbill (stricklandi subspecies),N/A
0613,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill,N/A
0614,Passeriformes,Fringillidae,Loxops coccineus,Hawaii ʻAkepa,N/A
0615,Passeriformes,Fringillidae,Loxops mana,HawaiʻI Creeper,N/A
0616,Passeriformes,Fringillidae,Loxops ochraceus,Maui ʻAkepa,N/A
0617,Strigiformes,Strigidae,Megascops asio,Eastern Screech-Owl,Owl
0618,Strigiformes,Strigidae,Megascops asio bendirei,Eastern Screech-Owl (bendirei subspecies),Owl
0619,Strigiformes,Strigidae,Megascops kennicottii,Western Screech-Owl,Owl
0620,Strigiformes,Strigidae,Megascops kennicottii kennicottii,Western Screech-Owl (kennicottii subspecies),Owl
0621,Strigiformes,Strigidae,Megascops trichopsis,"Whiskered Screech Owl, Whiskered Screech-Owl",Owl
0622,Piciformes,Picidae,Melanerpes aurifrons,Golden-Fronted Woodpecker,N/A
0623,Piciformes,Picidae,Melanerpes carolinus,Red-Bellied Woodpecker,N/A
0624,Piciformes,Picidae,Melanerpes erythrocephalus,Red-Headed Woodpecker,N/A
0625,Piciformes,Picidae,Melanerpes formicivorus,Acorn Woodpecker,N/A
0626,Piciformes,Picidae,Melanerpes formicivorus bairdi,Acorn Woodpecker (bairdi subspecies),N/A
0627,Piciformes,Picidae,Melanerpes lewis,Lewis' Woodpecker,N/A
0628,Piciformes,Picidae,Melanerpes uropygialis,Gila Woodpecker,N/A
0629,Anseriformes,Anatidae,Melanitta fusca,White-Winged Scoter,N/A
0630,Anseriformes,Anatidae,Melanitta nigra,Black Scoter,N/A
0631,Anseriformes,Anatidae,Melanitta perspicillata,Surf Scoter,N/A
0632,Galliformes,Phasianidae,Meleagris gallopavo,Wild Turkey,N/A
0633,Galliformes,Phasianidae,Meleagris gallopavo intermedia,Wild Turkey (intermedia subspecies),N/A
0634,Galliformes,Phasianidae,Meleagris gallopavo merriami,Wild Turkey (merriami subspecies),N/A
0635,Galliformes,Phasianidae,Meleagris gallopavo silvestris,Wild Turkey (silvestris subspecies),N/A
0636,Psittaciformes,Psittacidae,Melopsittacus undulatus,Budgerigar,N/A
0637,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,N/A
0638,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,N/A
0639,Passeriformes,Emberizidae,Melospiza lincolnii alticola,Lincoln's Sparrow (alticola subspecies),N/A
0640,Passeriformes,Emberizidae,Melospiza lincolnii lincolnii,Lincoln's Sparrow (lincolnii subspecies),N/A
0641,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,N/A
0642,Passeriformes,Emberizidae,Melospiza melodia fallax,Song Sparrow (fallax subspecies),N/A
0643,Passeriformes,Emberizidae,Melospiza melodia juddi,Song Sparrow (juddi subspecies),N/A
0644,Passeriformes,Emberizidae,Melospiza melodia melodia,Song Sparrow (melodia subspecies),N/A
0645,Passeriformes,Emberizidae,Melospiza melodia montana,Song Sparrow (montana subspecies),N/A
0646,Passeriformes,Emberizidae,Melospiza melodia morphna,Song Sparrow (morphna subspecies),N/A
0647,Passeriformes,Emberizidae,Melozone aberti,Abert's Towhee,N/A
0648,Anseriformes,Anatidae,Mergus merganser,Common Merganser,N/A
0649,Anseriformes,Anatidae,Mergus merganser americanus,Common Merganser (americanus subspecies),N/A
0650,Anseriformes,Anatidae,Mergus serrator,Red-Breasted Merganser,N/A
0651,Strigiformes,Strigidae,Micrathene whitneyi,Elf Owl,Owl
0652,Passeriformes,Mimidae,Mimus gundlachii,Bahama Mockingbird,N/A
0653,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,N/A
0654,Passeriformes,Mimidae,Mimus polyglottos polyglottos,Northern Mockingbird (polyglottos subspecies),N/A
0655,Passeriformes,Tyrannidae,Mitrephanes phaeocercus,Tufted Flycatcher,N/A
0656,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,N/A
0657,Passeriformes,Mohoidae,Moho nobilis,HawaiʻI  OʻO,N/A
0658,Passeriformes,Icteridae,Molothrus aeneus,Bronzed Cowbird,N/A
0659,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,N/A
0660,Passeriformes,Icteridae,Molothrus ater ater,Brown-Headed Cowbird (ater subspecies),N/A
0661,Passeriformes,Icteridae,Molothrus ater obscurus,Brown-Headed Cowbird (obscurus subspecies),N/A
0662,Passeriformes,Icteridae,Molothrus bonariensis,Shiny Cowbird,N/A
0663,Suliformes,Sulidae,Morus bassanus,Northern Gannet,N/A
0664,Passeriformes,Motacillidae,Motacilla alba,White Wagtail,N/A
0665,Passeriformes,Motacillidae,Motacilla flava,Yellow Wagtail,N/A
0666,Passeriformes,Motacillidae,Motacilla tschutschensis,Eastern Yellow Wagtail,N/A
0667,Passeriformes,Turdidae,Myadestes obscurus,"ʻ Maʻ , HawaiʻI Thrush",N/A
0668,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire,N/A
0669,Passeriformes,Turdidae,Myadestes townsendi townsendi,Townsend's Solitaire (townsendi subspecies),N/A
0670,Ciconiiformes,Ciconiidae,Mycteria americana,Wood Stork,N/A
0671,Passeriformes,Tyrannidae,Myiarchus cinerascens,Ash-Throated Flycatcher,N/A
0672,Passeriformes,Tyrannidae,Myiarchus cinerascens cinerascens,Ash-Throated Flycatcher (cinerascens subspecies),N/A
0673,Passeriformes,Tyrannidae,Myiarchus crinitus,Great Crested Flycatcher,N/A
0674,Passeriformes,Tyrannidae,Myiarchus crinitus boreus,Great Crested Flycatcher (boreus subspecies),N/A
0675,Passeriformes,Tyrannidae,Myiarchus sagrae,La Sagra' Flycatcher,N/A
0676,Passeriformes,Tyrannidae,Myiarchus tuberculifer,Dusky-Capped Flycatcher,N/A
0677,Passeriformes,Tyrannidae,Myiarchus tyrannulus,Brown-Crested Flycatcher,N/A
0678,Passeriformes,Parulidae,Myioborus miniatus,Slate-Throated Redstart,N/A
0679,Passeriformes,Parulidae,Myioborus pictus,Painted Redstart,N/A
0680,Passeriformes,Tyrannidae,Myiodynastes luteiventris,Sulphur-Bellied Flycatcher,N/A
0681,Psittaciformes,Psittacidae,Myiopsitta monachus,Monk Parakeet,N/A
0682,Anseriformes,Anatidae,Nomonyx dominicus,Masked Duck,N/A
0683,Passeriformes,Corvidae,Nucifraga columbiana,Clark's Nutcracker,N/A
0684,Charadriiformes,Scolopacidae,Numenius americanus,Long-Billed Curlew,N/A
0685,Charadriiformes,Scolopacidae,Numenius americanus parvus,Long-Billed Curlew (parvus subspecies),N/A
0686,Charadriiformes,Scolopacidae,Numenius borealis,Eskimo Curlew,N/A
0687,Charadriiformes,Scolopacidae,Numenius hudsonicus,"Hudsonian Curlew, Jack Curlew",N/A
0688,Charadriiformes,Scolopacidae,Numenius madagascariensis,Far Eastern Curlew,N/A
0689,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel,N/A
0690,Charadriiformes,Scolopacidae,Numenius phaeopus hudsonicus,Hudsonian Curlew,N/A
0691,Charadriiformes,Scolopacidae,Numenius tahitiensis,Bristle-Thighed Curlew,N/A
0692,Galliformes,Numididae,Numida meleagris,Helmeted Guineafowl,N/A
0693,Pelecaniformes,Ardeidae,Nyctanassa violacea,Yellow-Crowned Night-Heron,N/A
0694,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,N/A
0695,Procellariiformes,Hydrobatidae,Oceanites oceanicus,Wilson's Storm-Petrel,N/A
0696,Procellariiformes,Hydrobatidae,Oceanodroma castro,Band-Rumped Storm-Petrel,N/A
0697,Procellariiformes,Hydrobatidae,Oceanodroma furcata,Fork-Tailed Storm-Petrel,N/A
0698,Procellariiformes,Hydrobatidae,Oceanodroma homochroa,Ashy Storm-Petrel,N/A
0699,Procellariiformes,Hydrobatidae,Oceanodroma leucorhoa,Leach's Storm-Petrel,N/A
0700,Procellariiformes,Hydrobatidae,Oceanodroma melania,Black Storm-Petrel,N/A
0701,Procellariiformes,Hydrobatidae,Oceanodroma microsoma,Least Storm-Petrel,N/A
0702,Passeriformes,Muscicapidae,Oenanthe oenanthe,Northern Wheatear,N/A
0703,Anseriformes,Anatidae,Oidemia americana,American Scoter,N/A
0704,Anseriformes,Anatidae,Oidemia nigra,"Black Scoter, Common Scoter",N/A
0705,Charadriiformes,Laridae,Onychoprion aleuticus,Aleutian Tern,N/A
0706,Charadriiformes,Laridae,Onychoprion fuscatus,"ʻEwaʻEwa, Sooty Tern",N/A
0707,Passeriformes,Parulidae,Oporornis agilis,Connecticut Warbler,N/A
0708,Passeriformes,Parulidae,Oporornis formosus,Kentucky Warbler,N/A
0709,Passeriformes,Parulidae,Oporornis philadelphia,Mourning Warbler,N/A
0710,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,N/A
0711,Passeriformes,Parulidae,Oporornis tolmiei monticola,Macgillivray's Warbler (monticola subspecies),N/A
0712,Passeriformes,Parulidae,Oporornis tolmiei tolmiei,Macgillivray's Warbler (tolmiei subspecies),N/A
0713,Galliformes,Odontophoridae,Oreortyx pictus,Mountain Quail,N/A
0714,Galliformes,Odontophoridae,Oreortyx pictus plumifer,Mountain Quail (plumifer subspecies),N/A
0715,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,N/A
0716,Strigiformes,Strigidae,Otus asio asio,Eastern Screech-Owl (asio subspecies),Owl
0717,Strigiformes,Strigidae,Otus asio inyoensis,Eastern Screech-Owl (inyoensis subspecies),Owl
0718,Strigiformes,Strigidae,Otus flammeolus,Flammulated Owl,Owl
0719,Anseriformes,Anatidae,Oxyura jamaicensis,Ruddy Duck,N/A
0720,Anseriformes,Anatidae,Oxyura jamaicensis rubida,Ruddy Duck (rubida subspecies),N/A
0721,Passeriformes,Cotingidae,Pachyramphus aglaiae,Rose-Throated Becard,N/A
0722,Charadriiformes,Laridae,Pagophila eburnea,Ivory Gull,N/A
0723,Passeriformes,Fringillidae,Palmeria dolei,"ʻAkohekohe, Akohekohe, Crested Honeycreeper",N/A
0724,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Osprey
0725,Accipitriformes,Pandionidae,Pandion haliaetus carolinensis,Osprey (carolinensis subspecies),Osprey
0726,Accipitriformes,Accipitridae,Parabuteo unicinctus,Harris's Hawk,Hawk
0727,Passeriformes,Thraupidae,Paroaria capitata,Yellow-Billed Cardinal,N/A
0728,Passeriformes,Fringillidae,Paroreomyza montana newtoni,"Maui 'Alauahio, Maui Creeper, `Alauahio, Alauahio",N/A
0729,Passeriformes,Parulidae,Parula americana,Northern Parula,N/A
0730,Passeriformes,Parulidae,Parula pitiayumi,Tropical Parula,N/A
0731,Passeriformes,Parulidae,Parula superciliosa,Crescent-Chested Warbler,N/A
0732,Passeriformes,Paridae,Parus cinctus,"Gray-Headed Chickadee, Siberian Tit",N/A
0733,Passeriformes,Paridae,Parus gambeli inyoensis,Mountain Chickadee (inyoensis subspecies),N/A
0734,Passeriformes,Paridae,Parus inornatus,Plain Titmouse,N/A
0735,Passeriformes,Paridae,Parus inornatus griseus,Plain Titmouse (griseus subspecies),N/A
0736,Passeriformes,Paridae,Parus inornatus ridgwayi,Plain Titmouse (ridgwayi subspecies),N/A
0737,Passeriformes,Paridae,Parus rufescens neglectus,Chestnut-Backed Chickadee (neglectus subspecies),N/A
0738,Passeriformes,Passeridae,Passer domesticus,House Sparrow,N/A
0739,Passeriformes,Passeridae,Passer domesticus hostilis,House Sparrow (hostilis subspecies),N/A
0740,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,N/A
0741,Passeriformes,Emberizidae,Passerculus sandwichensis nevadensis,Savannah Sparrow (nevadensis subspecies),N/A
0742,Passeriformes,Emberizidae,Passerculus sandwichensis savanna,Savannah Sparrow (savanna subspecies),N/A
0743,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,N/A
0744,Passeriformes,Emberizidae,Passerella iliaca iliaca,Fox Sparrow (iliaca subspecies),N/A
0745,Passeriformes,Emberizidae,Passerella iliaca megarhyncha,Fox Sparrow (megarhyncha subspecies),N/A
0746,Passeriformes,Emberizidae,Passerella iliaca schistacea,Fox Sparrow (schistacea subspecies),N/A
0747,Passeriformes,Emberizidae,Passerella iliaca sinuosa,Fox Sparrow (sinuosa subspecies),N/A
0748,Passeriformes,Emberizidae,Passerella iliaca unalaschcensis,Fox Sparrow (unalaschcensis subspecies),N/A
0749,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,N/A
0750,Passeriformes,Cardinalidae,Passerina amoena X cyanea,Lazuli X Indigo Bunting Hybrid,N/A
0751,Passeriformes,Cardinalidae,Passerina caerulea,Blue Grosbeak,N/A
0752,Passeriformes,Cardinalidae,Passerina caerulea interfusa,Blue Grosbeak (interfusa subspecies),N/A
0753,Passeriformes,Cardinalidae,Passerina ciris,Painted Bunting,N/A
0754,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,N/A
0755,Passeriformes,Cardinalidae,Passerina versicolor,Varied Bunting,N/A
0756,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,N/A
0757,Columbiformes,Columbidae,Patagioenas fasciata fasciata,Band-Tailed Pigeon (fasciata subspecies),N/A
0758,Columbiformes,Columbidae,Patagioenas fasciata monilis,Band-Tailed Pigeon (monilis subspecies),N/A
0759,Columbiformes,Columbidae,Patagioenas leucocephala,White-Crowned Pigeon,N/A
0760,Galliformes,Phasianidae,Pavo cristatus,Common Peafowl,N/A
0761,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,N/A
0762,Pelecaniformes,Pelecanidae,Pelecanus occidentalis,Brown Pelican,N/A
0763,Pelecaniformes,Pelecanidae,Pelecanus occidentalis californicus,Brown Pelican (californicus subspecies),N/A
0764,Galliformes,Phasianidae,Perdix perdix,Gray Partridge,N/A
0765,Passeriformes,Corvidae,Perisoreus canadensis,Gray Jay,N/A
0766,Passeriformes,Corvidae,Perisoreus canadensis obscurus,Gray Jay (obscurus subspecies),N/A
0767,Passeriformes,Hirundinidae,Petrochelidon fulva,Cave Swallow,N/A
0768,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,N/A
0769,Passeriformes,Peucedramidae,Peucedramus taeniatus,Olive Warbler,N/A
0770,Phaethontiformes,Phaethontidae,Phaethon aethereus,Red-Billed Tropicbird,N/A
0771,Phaethontiformes,Phaethontidae,Phaethon lepturus,White-Tailed Tropicbird,N/A
0772,Phaethontiformes,Phaethontidae,Phaethon lepturus dorotheae,White-Tailed Tropicbird (dorotheae subspecies),N/A
0773,Phaethontiformes,Phaethontidae,Phaethon rubricauda,"KoaʻE ʻUla, Red-Tailed Tropicbird",N/A
0774,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,N/A
0775,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,N/A
0776,Suliformes,Phalacrocoracidae,Phalacrocorax auritus auritus,Double-Crested Cormorant (auritus subspecies),N/A
