park_code,species_code,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected,raptor_sci_fam,is_raptor
CHIS,0485,Approved,Present,Native,Abundant,Vagrant,Least Concern,False,,False
CHIS,0486,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0469,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
CHIS,0877,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0913,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
CHIS,0883,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,0427,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CHIS,0122,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0175,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0176,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,0177,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0215,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0751,Approved,Present,Native,Rare,Vagrant,Species of Concern,True,,False
CHIS,0749,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
CHIS,0754,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0792,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0793,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
CHIS,0835,Approved,Present,Native,Common,Vagrant,Least Concern,False,,False
CHIS,0836,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0837,Approved,Present,Native,Occasional,Migratory,Species of Concern,True,,False
CHIS,0986,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0255,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
CHIS,0292,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0085,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,0328,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0331,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0683,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CHIS,0801,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,0028,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0046,Approved,Present,Native,Rare,Breeder,Species of Concern,True,,False
CHIS,0048,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,0050,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0174,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0283,Approved,Present,Native,Common,Vagrant,Least Concern,False,,False
CHIS,0544,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
CHIS,0637,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0638,Approved,Present,Native,Uncommon,Migratory,Species of Concern,True,,False
CHIS,0641,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,0740,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
CHIS,0743,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
CHIS,0822,Approved,Present,Native,Rare,Vagrant,Species of Concern,True,,False
CHIS,0829,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0874,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0987,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0989,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0990,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,0992,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0993,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,1169,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1170,Approved,Present,Native,Abundant,Migratory,Least Concern,False,,False
CHIS,1171,Approved,Present,Native,Abundant,Migratory,Least Concern,False,,False
CHIS,1176,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0218,Approved,Present,Native,Rare,Vagrant,Species of Concern,True,,False
CHIS,0219,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0222,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0223,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CHIS,0226,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,0229,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CHIS,0608,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
CHIS,0521,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0768,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
CHIS,0879,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,0929,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,1000,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,1050,Approved,Present,Native,Rare,Vagrant,Species of Concern,True,,False
CHIS,1052,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0019,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0023,Approved,Present,Native,Rare,Vagrant,Under Review,True,,False
CHIS,0397,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0440,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0441,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
CHIS,0530,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0531,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0532,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0534,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0659,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CHIS,1038,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,1162,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0563,Approved,Present,Native,Rare,Breeder,Species of Concern,True,,False
CHIS,0402,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0653,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0715,Approved,Present,Native,Rare,Vagrant,Species of Concern,True,,False
CHIS,1064,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1070,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0075,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0076,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0366,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0367,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0370,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
CHIS,0374,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0377,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0378,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0379,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0381,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0382,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0383,Approved,Present,Native,Common,Vagrant,Least Concern,False,,False
CHIS,0384,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0385,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0386,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0390,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0391,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0392,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0393,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0489,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CHIS,0528,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,True,,False
CHIS,0656,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0679,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0708,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0709,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0710,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,True,,False
CHIS,0729,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0882,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0943,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0945,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0957,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,1114,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,1123,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1124,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1127,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,1130,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1156,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1157,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1158,Approved,Present,Native,Common,Vagrant,Species of Concern,True,,False
CHIS,0738,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0866,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0774,Approved,Present,Native,Occasional,Breeder,Species of Concern,True,,False
CHIS,0918,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
CHIS,0922,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CHIS,0965,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0966,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CHIS,1039,Approved,Present,Not Native,Abundant,Breeder,Least Concern,False,,False
CHIS,0247,Approved,Present,Native,Occasional,Resident,Least Concern,False,,False
CHIS,0298,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CHIS,0936,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,1055,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,1078,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CHIS,1084,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0238,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0244,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
CHIS,0668,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CHIS,0958,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CHIS,0959,Approved,Present,Native,Occasional,Migratory,Species of Concern,True,,False
CHIS,1090,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
CHIS,0542,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CHIS,0320,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,0322,Approved,Present,Native,Common,Vagrant,Least Concern,False,,False
CHIS,0413,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,0417,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0418,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0419,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0422,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,True,,False
CHIS,0426,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0671,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
CHIS,0907,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,0938,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
CHIS,0939,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0940,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
CHIS,1102,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1105,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1106,Approved,Present,Native,Uncommon,Vagrant,Least Concern,False,,False
CHIS,1107,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,1133,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1134,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CHIS,1138,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CHIS,1145,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,1146,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1148,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1149,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CHIS,1155,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,0094,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0095,Approved,Present,Native,Uncommon,Migratory,Species of Concern,True,,False
CHIS,0147,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CHIS,0172,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0406,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0694,Approved,Present,Native,Occasional,Migratory,Species of Concern,True,,False
CHIS,0761,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CHIS,0762,Approved,Present,Native,Abundant,Breeder,In Recovery,True,,False
CHIS,0770,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0307,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0625,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0627,Approved,Present,Native,Uncommon,Unknown,Least Concern,False,,False
CHIS,0808,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0976,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0977,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CHIS,0980,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
CHIS,0010,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0011,Approved,Present,Native,Common,Migratory,Species of Concern,True,,False
CHIS,0850,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
CHIS,0852,Approved,Present,Native,Abundant,Migratory,Least Concern,False,,False
CHIS,0853,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0796,Approved,Present,Native,Occasional,Vagrant,Endangered,True,,False
CHIS,0396,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0797,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CHIS,0698,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,0699,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CHIS,0700,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,0701,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0472,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CHIS,0897,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,0898,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CHIS,0900,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CHIS,0903,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CHIS,0012,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,Strigidae,True
CHIS,0102,Approved,Present,Native,Occasional,Breeder,Species of Concern,True,Strigidae,True
CHIS,0104,Approved,Present,Native,Rare,Migratory,Species of Concern,True,Strigidae,True
CHIS,0105,Approved,Present,Native,Occasional,Breeder,Least Concern,False,Strigidae,True
CHIS,0143,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,Strigidae,True
CHIS,0718,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,Strigidae,True
CHIS,1108,Approved,Present,Native,Rare,Breeder,Least Concern,False,Tytonidae,True
CHIS,0465,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CHIS,0775,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
CHIS,0780,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CHIS,0782,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CHIS,1042,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1043,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CHIS,1044,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CONG,0001,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,Accipitridae,True
CONG,0005,Approved,Present,Native,Uncommon,Resident,Species of Concern,True,Accipitridae,True
CONG,0089,Approved,Present,Native,Rare,Vagrant,Species of Concern,True,Accipitridae,True
CONG,0156,Approved,Present,Native,Uncommon,Resident,Least Concern,False,Accipitridae,True
CONG,0162,Approved,Present,Native,Abundant,Breeder,Species of Concern,True,Accipitridae,True
CONG,0166,Approved,Present,Native,Occasional,Migratory,Least Concern,False,Accipitridae,True
CONG,0169,Approved,Present,Native,Rare,Vagrant,Least Concern,False,Accipitridae,True
CONG,0294,Approved,Present,Native,Uncommon,Migratory,Species of Concern,True,Accipitridae,True
CONG,0408,Approved,Present,Native,Rare,Migratory,Species of Concern,True,Accipitridae,True
CONG,0508,Approved,Present,Native,Occasional,Breeder,In Recovery,True,Accipitridae,True
CONG,0539,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,Accipitridae,True
CONG,0234,Approved,Present,Native,Common,Breeder,Species of Concern,True,Cathartidae,True
CONG,0327,Approved,Present,Native,Common,Breeder,Least Concern,False,Cathartidae,True
CONG,0724,Approved,Present,Native,Uncommon,Migratory,Species of Concern,True,Pandionidae,True
CONG,0030,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0053,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0055,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0056,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0059,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0062,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0065,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0110,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0134,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0606,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0261,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CONG,0093,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0206,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0207,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0288,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0272,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0571,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0581,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,1009,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0009,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0474,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0942,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
CONG,1072,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,1075,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0670,Approved,Present,Native,Occasional,Vagrant,Threatened,True,,False
CONG,0315,Approved,Present,Not Native,Rare,Vagrant,Least Concern,False,,False
CONG,1022,Approved,Present,Not Native,Rare,Vagrant,Least Concern,False,,False
CONG,1166,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0258,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0303,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0304,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
CONG,0444,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,Falconidae,True
CONG,0453,Approved,Present,Native,Rare,Migratory,Species of Concern,True,Falconidae,True
CONG,0458,Approved,Present,Native,Occasional,Resident,Least Concern,False,Falconidae,True
CONG,0313,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0632,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0484,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Species of Concern,True,,False
CONG,0122,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0214,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CONG,0751,Approved,Present,Native,Occasional,Breeder,Species of Concern,True,,False
CONG,0754,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0792,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CONG,0836,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CONG,0837,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
CONG,0255,Approved,Present,Native,Common,Resident,Species of Concern,True,,False
CONG,0328,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CONG,0335,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0342,Approved,Present,Native,Common,Resident,Least Concern,False,,False
CONG,0024,Approved,Present,Native,Rare,Vagrant,Species of Concern,True,,False
CONG,0041,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0544,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0637,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0638,Approved,Present,Native,Rare,Resident,Species of Concern,True,,False
CONG,0641,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0740,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0743,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0824,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0874,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0993,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
CONG,0996,Approved,Present,Native,Occasional,Resident,Least Concern,False,,False
CONG,1169,Approved,Present,Native,Common,Resident,Least Concern,False,,False
CONG,0219,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0223,Approved,Present,Native,Common,Resident,Least Concern,False,,False
CONG,0226,Approved,Present,Not Native,Rare,Vagrant,Least Concern,False,,False
CONG,0229,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CONG,0301,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CONG,0768,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0521,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0879,Approved,Present,Native,Uncommon,Resident,Species of Concern,True,,False
CONG,0929,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CONG,1000,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CONG,1050,Approved,Present,Native,Occasional,Migratory,Species of Concern,True,,False
CONG,0019,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0397,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0440,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
CONG,0532,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
CONG,0537,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0659,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0910,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,1036,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0563,Approved,Present,Native,Rare,Vagrant,Species of Concern,True,,False
CONG,0402,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0653,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,1070,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0076,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0115,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CONG,0857,Approved,Present,Native,Abundant,Resident,Least Concern,False,,False
CONG,0366,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
CONG,0367,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0368,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0370,Approved,Present,Native,Abundant,Resident,Least Concern,False,,False
CONG,0374,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CONG,0377,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CONG,0378,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0381,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CONG,0384,Approved,Present,Native,Rare,Vagrant,Least Concern,False,,False
CONG,0385,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CONG,0386,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0388,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CONG,0390,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0391,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0393,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0489,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0511,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0528,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
CONG,0598,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0656,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CONG,0708,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0709,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,0729,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CONG,0882,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,0943,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0944,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CONG,0945,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CONG,0957,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
CONG,1113,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Endangered,True,,False
CONG,1114,Approved,Present,Native,Occasional,Resident,Least Concern,False,,False
CONG,1118,Approved,Present,Native,Rare,Migratory,Under Review,True,,False
CONG,1124,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,1125,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,1127,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
CONG,1156,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CONG,1157,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CONG,1158,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Species of Concern,True,,False
CONG,0738,Approved,Present,Not Native,Rare,Vagrant,Least Concern,False,,False
