,species_id,park_code,park_name,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected
52347,GRTE-1175,GRTE,Grand Teton,Gruiformes,Rallidae,Rallus limicola,Virginia Rail,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52350,GRTE-1178,GRTE,Grand Teton,Passeriformes,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52351,GRTE-1179,GRTE,Grand Teton,Passeriformes,Calcariidae,Calcarius lapponicus,Lapland Longspur,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52352,GRTE-1180,GRTE,Grand Teton,Passeriformes,Calcariidae,Plectrophenax nivalis,Snow Bunting,Approved,Present,Native,Uncommon,Resident,Least Concern,False
52353,GRTE-1181,GRTE,Grand Teton,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,Approved,Present,Native,Common,Breeder,Least Concern,False
52357,GRTE-1185,GRTE,Grand Teton,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Common,Breeder,Species of Concern,True
52358,GRTE-1186,GRTE,Grand Teton,Passeriformes,Cinclidae,Cinclus mexicanus,American Dipper,Approved,Present,Native,Common,Breeder,Least Concern,False
52359,GRTE-1187,GRTE,Grand Teton,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,Approved,Present,Native,Common,Breeder,Least Concern,False
52360,GRTE-1188,GRTE,Grand Teton,Passeriformes,Corvidae,Corvus corax,"Common Raven, Northern Raven",Approved,Present,Native,Abundant,Breeder,Least Concern,False
52361,GRTE-1189,GRTE,Grand Teton,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52362,GRTE-1190,GRTE,Grand Teton,Passeriformes,Corvidae,Cyanocitta stelleri,Steller's Jay,Approved,Present,Native,Common,Breeder,Least Concern,False
52364,GRTE-1192,GRTE,Grand Teton,Passeriformes,Corvidae,Perisoreus canadensis,"Gray Jay, Grey Jay",Approved,Present,Native,Common,Breeder,Least Concern,False
52365,GRTE-1193,GRTE,Grand Teton,Passeriformes,Corvidae,Pica hudsonia,"American Magpie, Black-Billed Magpie",Approved,Present,Native,Common,Breeder,Least Concern,False
52369,GRTE-1197,GRTE,Grand Teton,Passeriformes,Emberizidae,Chondestes grammacus,Lark Sparrow,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52370,GRTE-1198,GRTE,Grand Teton,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco,Approved,Present,Native,Abundant,Breeder,Least Concern,False
52371,GRTE-1199,GRTE,Grand Teton,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False
52372,GRTE-1200,GRTE,Grand Teton,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Common,Breeder,Species of Concern,True
52373,GRTE-1201,GRTE,Grand Teton,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,Approved,Present,Native,Common,Breeder,Least Concern,False
52374,GRTE-1202,GRTE,Grand Teton,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Approved,Present,Native,Common,Breeder,Least Concern,False
52375,GRTE-1203,GRTE,Grand Teton,Passeriformes,Emberizidae,Passerella iliaca,"Fox Sparrow, Red Fox Sparrow",Approved,Present,Native,Common,Breeder,Least Concern,False
52377,GRTE-1205,GRTE,Grand Teton,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Rufous-Sided Towhee",Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False
52378,GRTE-1206,GRTE,Grand Teton,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Approved,Present,Native,Common,Breeder,Least Concern,False
52379,GRTE-1207,GRTE,Grand Teton,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52381,GRTE-1209,GRTE,Grand Teton,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,Approved,Present,Native,Common,Breeder,Least Concern,False
52384,GRTE-1212,GRTE,Grand Teton,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,Approved,Present,Native,Abundant,Breeder,Least Concern,False
52385,GRTE-1213,GRTE,Grand Teton,Passeriformes,Emberizidae,Zonotrichia querula,"Harris' Sparrow, Harris's Sparrow",Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52386,GRTE-1214,GRTE,Grand Teton,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52387,GRTE-1215,GRTE,Grand Teton,Passeriformes,Fringillidae,Carduelis hornemanni,"Arctic Redpoll, Hoary Redpoll",Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False
52388,GRTE-1216,GRTE,Grand Teton,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,Approved,Present,Native,Common,Breeder,Least Concern,False
52389,GRTE-1217,GRTE,Grand Teton,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,Approved,Present,Native,Common,Breeder,Least Concern,False
52392,GRTE-1220,GRTE,Grand Teton,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Approved,Present,Native,Common,Breeder,Least Concern,False
52393,GRTE-1221,GRTE,Grand Teton,Passeriformes,Fringillidae,Leucosticte atrata,Black Rosy-Finch,Approved,Present,Native,Common,Breeder,Least Concern,False
52394,GRTE-1222,GRTE,Grand Teton,Passeriformes,Fringillidae,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52396,GRTE-1224,GRTE,Grand Teton,Passeriformes,Fringillidae,Loxia leucoptera,"Two-Barred Crossbill, White-Winged Crossbill",Approved,Present,Native,Rare,Resident,Least Concern,False
52397,GRTE-1225,GRTE,Grand Teton,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52399,GRTE-1227,GRTE,Grand Teton,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,"American Cliff Swallow, Cliff Swallow",Approved,Present,Native,Common,Breeder,Least Concern,False
52400,GRTE-1228,GRTE,Grand Teton,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Sand Martin",Approved,Present,Native,Common,Breeder,Species of Concern,True
52401,GRTE-1229,GRTE,Grand Teton,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Approved,Present,Native,Common,Breeder,Least Concern,False
52404,GRTE-1232,GRTE,Grand Teton,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,Approved,Present,Native,Abundant,Breeder,Least Concern,False
52407,GRTE-1235,GRTE,Grand Teton,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52408,GRTE-1236,GRTE,Grand Teton,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False
52409,GRTE-1237,GRTE,Grand Teton,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,Approved,Present,Native,Common,Breeder,Least Concern,False
52410,GRTE-1238,GRTE,Grand Teton,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52413,GRTE-1241,GRTE,Grand Teton,Passeriformes,Laniidae,Lanius excubitor,"Great Grey Shrike, Northern Shrike",Approved,Present,Native,Uncommon,Resident,Least Concern,False
52414,GRTE-1242,GRTE,Grand Teton,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
52415,GRTE-1243,GRTE,Grand Teton,Passeriformes,Mimidae,Dumetella carolinensis,"Gray Catbird, Grey Catbird",Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52417,GRTE-1245,GRTE,Grand Teton,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52418,GRTE-1246,GRTE,Grand Teton,Passeriformes,Motacillidae,Anthus rubescens,"American Pipit, Buff-Bellied Pipit",Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52420,GRTE-1248,GRTE,Grand Teton,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,Approved,Present,Native,Common,Breeder,Least Concern,False
52422,GRTE-1250,GRTE,Grand Teton,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52423,GRTE-1251,GRTE,Grand Teton,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler,Approved,Present,Native,Abundant,Breeder,Least Concern,False
52425,GRTE-1253,GRTE,Grand Teton,Passeriformes,Parulidae,Dendroica nigrescens,"Black-Throated Gray Warbler, Black-Throated Grey Warbler",Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52427,GRTE-1255,GRTE,Grand Teton,Passeriformes,Parulidae,Dendroica petechia,"American Yellow Warbler, Yellow Warbler",Approved,Present,Native,Abundant,Breeder,Least Concern,False
52428,GRTE-1256,GRTE,Grand Teton,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,Approved,Present,Native,Rare,Migratory,Least Concern,False
52429,GRTE-1257,GRTE,Grand Teton,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Common,Breeder,Least Concern,False
52430,GRTE-1258,GRTE,Grand Teton,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
52431,GRTE-1259,GRTE,Grand Teton,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52432,GRTE-1260,GRTE,Grand Teton,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Common,Breeder,Species of Concern,True
52433,GRTE-1261,GRTE,Grand Teton,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Approved,Present,Native,Rare,Resident,Least Concern,False
52434,GRTE-1262,GRTE,Grand Teton,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False
52435,GRTE-1263,GRTE,Grand Teton,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52437,GRTE-1265,GRTE,Grand Teton,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
52438,GRTE-1266,GRTE,Grand Teton,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Breeder,Species of Concern,True
52439,GRTE-1267,GRTE,Grand Teton,Passeriformes,Polioptilidae,Polioptila caerulea,"Blue-Gray Gnatcatcher, Blue-Grey Gnatcatcher",Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52440,GRTE-1268,GRTE,Grand Teton,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,Approved,Present,Native,Abundant,Breeder,Least Concern,False
52441,GRTE-1269,GRTE,Grand Teton,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52443,GRTE-1271,GRTE,Grand Teton,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52444,GRTE-1272,GRTE,Grand Teton,Passeriformes,Sittidae,Sitta pygmaea,Pygmy Nuthatch,Approved,Present,Native,Occasional,Resident,Least Concern,False
52445,GRTE-1273,GRTE,Grand Teton,Passeriformes,Sturnidae,Sturnus vulgaris,"Common Starling, European Starling",Approved,Present,Not Native,Uncommon,Breeder,Least Concern,False
52447,GRTE-1275,GRTE,Grand Teton,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,Approved,Present,Native,Common,Breeder,Least Concern,False
52449,GRTE-1277,GRTE,Grand Teton,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,Approved,Present,Native,Common,Breeder,Least Concern,False
52450,GRTE-1278,GRTE,Grand Teton,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52451,GRTE-1279,GRTE,Grand Teton,Passeriformes,Turdidae,Catharus fuscescens,Veery,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52452,GRTE-1280,GRTE,Grand Teton,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,Approved,Present,Native,Common,Breeder,Least Concern,False
52453,GRTE-1281,GRTE,Grand Teton,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,Approved,Present,Native,Common,Breeder,Least Concern,False
52455,GRTE-1283,GRTE,Grand Teton,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire,Approved,Present,Native,Common,Breeder,Least Concern,False
52458,GRTE-1286,GRTE,Grand Teton,Passeriformes,Turdidae,Turdus migratorius,American Robin,Approved,Present,Native,Abundant,Breeder,Least Concern,False
52459,GRTE-1287,GRTE,Grand Teton,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Common,Breeder,Species of Concern,True
52460,GRTE-1288,GRTE,Grand Teton,Passeriformes,Tyrannidae,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Approved,Present,Native,Common,Breeder,Least Concern,False
52462,GRTE-1290,GRTE,Grand Teton,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52464,GRTE-1292,GRTE,Grand Teton,Passeriformes,Tyrannidae,Empidonax occidentalis,Cordilleran Flycatcher,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52465,GRTE-1293,GRTE,Grand Teton,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Common,Breeder,Species of Concern,True
52466,GRTE-1294,GRTE,Grand Teton,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52468,GRTE-1296,GRTE,Grand Teton,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52469,GRTE-1297,GRTE,Grand Teton,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,Approved,Present,Native,Abundant,Breeder,Least Concern,False
52471,GRTE-1299,GRTE,Grand Teton,Passeriformes,Vireonidae,Vireo plumbeus,Plumbeous Vireo,Approved,Present,Native,Uncommon,Resident,Least Concern,False
52472,GRTE-1300,GRTE,Grand Teton,Pelecaniformes,Ardeidae,Ardea alba,Great Egret,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52473,GRTE-1301,GRTE,Grand Teton,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Common,Breeder,Species of Concern,True
52475,GRTE-1303,GRTE,Grand Teton,Pelecaniformes,Ardeidae,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52476,GRTE-1304,GRTE,Grand Teton,Pelecaniformes,Ardeidae,Egretta caerulea,Little Blue Heron,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52478,GRTE-1306,GRTE,Grand Teton,Pelecaniformes,Ardeidae,Nycticorax nycticorax,"Black-Crowned Night Heron, Black-Crowned Night-Heron",Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
52479,GRTE-1307,GRTE,Grand Teton,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Common,Resident,Species of Concern,True
52482,GRTE-1310,GRTE,Grand Teton,Piciformes,Picidae,Colaptes auratus,Northern Flicker,Approved,Present,Native,Common,Breeder,Least Concern,False
52483,GRTE-1311,GRTE,Grand Teton,Piciformes,Picidae,Dryocopus pileatus,Pileated Woodpecker,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
52484,GRTE-1312,GRTE,Grand Teton,Piciformes,Picidae,Melanerpes erythrocephalus,Red-Headed Woodpecker,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52485,GRTE-1313,GRTE,Grand Teton,Piciformes,Picidae,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52487,GRTE-1315,GRTE,Grand Teton,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker,Approved,Present,Native,Rare,Breeder,Under Review,True
52489,GRTE-1317,GRTE,Grand Teton,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern,True
52490,GRTE-1318,GRTE,Grand Teton,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,Approved,Present,Native,Common,Breeder,Least Concern,False
52497,GRTE-1325,GRTE,Grand Teton,Podicipediformes,Podicipedidae,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Approved,Present,Native,Common,Breeder,Least Concern,False
52499,GRTE-1327,GRTE,Grand Teton,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52500,GRTE-1328,GRTE,Grand Teton,Strigiformes,Strigidae,Aegolius funereus,Boreal Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52501,GRTE-1329,GRTE,Grand Teton,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
52502,GRTE-1330,GRTE,Grand Teton,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
52503,GRTE-1331,GRTE,Grand Teton,Strigiformes,Strigidae,Athene cunicularia,Burrowing Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False
52504,GRTE-1332,GRTE,Grand Teton,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Approved,Present,Native,Common,Breeder,Least Concern,False
52508,GRTE-1336,GRTE,Grand Teton,Strigiformes,Strigidae,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52509,GRTE-1337,GRTE,Grand Teton,Strigiformes,Strigidae,Strix varia,Barred Owl,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52510,GRTE-1338,GRTE,Grand Teton,Strigiformes,Tytonidae,Tyto alba,"Barn Owl, Common Barn-Owl",Approved,Present,Native,Rare,Resident,Least Concern,False
52511,GRTE-1339,GRTE,Grand Teton,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Common,Resident,Species of Concern,True
54279,GUMO-1077,GUMO,Guadalupe Mountains,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Approved,Present,Native,Unknown,Unknown,Least Concern,False
54280,GUMO-1078,GUMO,Guadalupe Mountains,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
54281,GUMO-1079,GUMO,Guadalupe Mountains,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
54283,GUMO-1081,GUMO,Guadalupe Mountains,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Approved,Present,Native,Unknown,Breeder,Least Concern,False
54284,GUMO-1082,GUMO,Guadalupe Mountains,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
54285,GUMO-1083,GUMO,Guadalupe Mountains,Accipitriformes,Accipitridae,Buteo nitidus,Gray Hawk,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
54286,GUMO-1084,GUMO,Guadalupe Mountains,Accipitriformes,Accipitridae,Buteo platypterus,Broad-Winged Hawk,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
54289,GUMO-1087,GUMO,Guadalupe Mountains,Accipitriformes,Accipitridae,Buteogallus anthracinus,Common Black-Hawk,Approved,Present,Native,Unknown,Unknown,Least Concern,False
54290,GUMO-1088,GUMO,Guadalupe Mountains,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
