,species_id,park_code,park_name,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected
11950,CARE-1194,CARE,Capitol Reef,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
11951,CARE-1195,CARE,Capitol Reef,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Approved,Present,Native,Rare,Migratory,Least Concern,False
11952,CARE-1196,CARE,Capitol Reef,Passeriformes,Fringillidae,Leucosticte atrata,Black Rosy-Finch,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
11953,CARE-1197,CARE,Capitol Reef,Passeriformes,Fringillidae,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
11955,CARE-1199,CARE,Capitol Reef,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,Approved,Present,Native,Rare,Breeder,Least Concern,False
11957,CARE-1201,CARE,Capitol Reef,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
11958,CARE-1202,CARE,Capitol Reef,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
11959,CARE-1203,CARE,Capitol Reef,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Rare,Migratory,Species of Concern,True
11960,CARE-1204,CARE,Capitol Reef,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Approved,Present,Native,Common,Migratory,Least Concern,False
11963,CARE-1207,CARE,Capitol Reef,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
11966,CARE-1210,CARE,Capitol Reef,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Approved,Present,Native,Common,Breeder,Least Concern,False
11970,CARE-1214,CARE,Capitol Reef,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,Approved,Present,Native,Common,Breeder,Least Concern,False
11972,CARE-1216,CARE,Capitol Reef,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,Approved,Present,Native,Occasional,Vagrant,Least Concern,False
11975,CARE-1219,CARE,Capitol Reef,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike,Approved,Present,Native,Rare,Migratory,Least Concern,False
11976,CARE-1220,CARE,Capitol Reef,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Common,Breeder,Species of Concern,True
11977,CARE-1221,CARE,Capitol Reef,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
11978,CARE-1222,CARE,Capitol Reef,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,Approved,Present,Native,Common,Breeder,Least Concern,False
11980,CARE-1224,CARE,Capitol Reef,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Approved,Present,Native,Occasional,Vagrant,Least Concern,False
11981,CARE-1225,CARE,Capitol Reef,Passeriformes,Motacillidae,Anthus rubescens,American Pipit,Approved,Present,Native,Rare,Migratory,Least Concern,False
11982,CARE-1226,CARE,Capitol Reef,Passeriformes,Paridae,Baeolophus ridgwayi,Juniper Titmouse,Approved,Present,Native,Common,Breeder,Least Concern,False
11983,CARE-1227,CARE,Capitol Reef,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,Approved,Present,Native,Uncommon,Resident,Least Concern,False
11985,CARE-1229,CARE,Capitol Reef,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,Approved,Present,Native,Occasional,Vagrant,Least Concern,False
11986,CARE-1230,CARE,Capitol Reef,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler,Approved,Present,Native,Abundant,Breeder,Least Concern,False
11988,CARE-1232,CARE,Capitol Reef,Passeriformes,Parulidae,Dendroica nigrescens,Black-Throated Gray Warbler,Approved,Present,Native,Common,Breeder,Least Concern,False
11989,CARE-1233,CARE,Capitol Reef,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
11991,CARE-1235,CARE,Capitol Reef,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,Approved,Present,Native,Common,Breeder,Least Concern,False
11992,CARE-1236,CARE,Capitol Reef,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,Approved,Present,Native,Rare,Migratory,Least Concern,False
11993,CARE-1237,CARE,Capitol Reef,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
11994,CARE-1238,CARE,Capitol Reef,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Abundant,Breeder,Species of Concern,True
11995,CARE-1239,CARE,Capitol Reef,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,Approved,Present,Native,Occasional,Vagrant,Least Concern,False
11996,CARE-1240,CARE,Capitol Reef,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Uncommon,Migratory,Species of Concern,True
11997,CARE-1241,CARE,Capitol Reef,Passeriformes,Parulidae,Parula americana,Northern Parula,Approved,Present,Native,Occasional,Vagrant,Least Concern,False
11998,CARE-1242,CARE,Capitol Reef,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Approved,Present,Native,Rare,Migratory,Least Concern,False
11999,CARE-1243,CARE,Capitol Reef,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,Approved,Present,Native,Occasional,Vagrant,Least Concern,False
12000,CARE-1244,CARE,Capitol Reef,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,Approved,Present,Native,Rare,Migratory,Least Concern,False
12003,CARE-1247,CARE,Capitol Reef,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Rare,Migratory,Species of Concern,True
12006,CARE-1250,CARE,Capitol Reef,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Migratory,Species of Concern,True
12007,CARE-1251,CARE,Capitol Reef,Passeriformes,Passeridae,Passer domesticus,House Sparrow,Approved,Present,Not Native,Rare,Resident,Least Concern,False
12008,CARE-1252,CARE,Capitol Reef,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
12009,CARE-1253,CARE,Capitol Reef,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,Approved,Present,Native,Rare,Breeder,Least Concern,False
12010,CARE-1254,CARE,Capitol Reef,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,Approved,Present,Native,Rare,Migratory,Least Concern,False
12012,CARE-1256,CARE,Capitol Reef,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Uncommon,Resident,Least Concern,False
12013,CARE-1257,CARE,Capitol Reef,Passeriformes,Sittidae,Sitta pygmaea,Pygmy Nuthatch,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
12014,CARE-1258,CARE,Capitol Reef,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,Approved,Present,Not Native,Rare,Resident,Least Concern,False
12016,CARE-1260,CARE,Capitol Reef,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,Approved,Present,Native,Rare,Migratory,Least Concern,False
12018,CARE-1262,CARE,Capitol Reef,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewick's Wren,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
12019,CARE-1263,CARE,Capitol Reef,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,Approved,Present,Native,Rare,Migratory,Least Concern,False
12020,CARE-1264,CARE,Capitol Reef,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,Approved,Present,Native,Occasional,Vagrant,Least Concern,False
12021,CARE-1265,CARE,Capitol Reef,Passeriformes,Turdidae,Catharus fuscescens,Veery,Approved,Present,Native,Occasional,Vagrant,Least Concern,False
12022,CARE-1266,CARE,Capitol Reef,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
12023,CARE-1267,CARE,Capitol Reef,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,Approved,Present,Native,Uncommon,Resident,Least Concern,False
12025,CARE-1269,CARE,Capitol Reef,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
12028,CARE-1272,CARE,Capitol Reef,Passeriformes,Turdidae,Turdus migratorius,American Robin,Approved,Present,Native,Abundant,Breeder,Least Concern,False
12030,CARE-1274,CARE,Capitol Reef,Passeriformes,Tyrannidae,Contopus sordidulus,Western Wood-Pewee,Approved,Present,Native,Common,Breeder,Least Concern,False
12033,CARE-1277,CARE,Capitol Reef,Passeriformes,Tyrannidae,Empidonax occidentalis,Cordilleran Flycatcher,Approved,Present,Native,Common,Breeder,Least Concern,False
12034,CARE-1278,CARE,Capitol Reef,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Rare,Migratory,Species of Concern,True
12036,CARE-1280,CARE,Capitol Reef,Passeriformes,Tyrannidae,Empidonax wrightii,Gray Flycatcher,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
12038,CARE-1282,CARE,Capitol Reef,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True
12039,CARE-1283,CARE,Capitol Reef,Passeriformes,Tyrannidae,Sayornis nigricans,Black Phoebe,Approved,Present,Native,Occasional,Migratory,Least Concern,False
12040,CARE-1284,CARE,Capitol Reef,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe,Approved,Present,Native,Common,Breeder,Least Concern,False
12043,CARE-1287,CARE,Capitol Reef,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,Approved,Present,Native,Common,Breeder,Least Concern,False
12045,CARE-1289,CARE,Capitol Reef,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,Approved,Present,Native,Common,Breeder,Least Concern,False
12047,CARE-1291,CARE,Capitol Reef,Passeriformes,Vireonidae,Vireo plumbeus,Plumbeous Vireo,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
12048,CARE-1292,CARE,Capitol Reef,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
12049,CARE-1293,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Rare,Migratory,Species of Concern,True
12051,CARE-1295,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Bubulcus ibis,Cattle Egret,Approved,Present,Native,Occasional,Migratory,Least Concern,False
12052,CARE-1296,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Butorides virescens,Green Heron,Approved,Present,Native,Occasional,Migratory,Least Concern,False
12054,CARE-1298,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night Heron,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
12055,CARE-1299,CARE,Capitol Reef,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True
12057,CARE-1301,CARE,Capitol Reef,Piciformes,Picidae,Colaptes auratus,Northern Flicker,Approved,Present,Native,Common,Breeder,Least Concern,False
12058,CARE-1302,CARE,Capitol Reef,Piciformes,Picidae,Melanerpes lewis,Lewis' Woodpecker,Approved,Present,Native,Rare,Migratory,Least Concern,False
12060,CARE-1304,CARE,Capitol Reef,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
12062,CARE-1306,CARE,Capitol Reef,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,Approved,Present,Native,Common,Breeder,Least Concern,False
12065,CARE-1309,CARE,Capitol Reef,Podicipediformes,Podicipedidae,Podiceps nigricollis,Eared Grebe,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
12067,CARE-1311,CARE,Capitol Reef,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False
12068,CARE-1312,CARE,Capitol Reef,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Rare,Breeder,Species of Concern,True
12069,CARE-1313,CARE,Capitol Reef,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Rare,Breeder,Species of Concern,True
12070,CARE-1314,CARE,Capitol Reef,Strigiformes,Strigidae,Athene cunicularia,Burrowing Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False
12071,CARE-1315,CARE,Capitol Reef,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
12073,CARE-1317,CARE,Capitol Reef,Strigiformes,Strigidae,Megascops kennicottii,Western Screech-Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
12076,CARE-1320,CARE,Capitol Reef,Strigiformes,Tytonidae,Tyto alba,Barn Owl,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
13415,CAVE-1093,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13416,CAVE-1094,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13417,CAVE-1095,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
13420,CAVE-1098,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13421,CAVE-1099,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13422,CAVE-1100,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True
13423,CAVE-1101,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo nitidus,Gray Hawk,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13424,CAVE-1102,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo platypterus,Broad-Winged Hawk,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13427,CAVE-1105,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteogallus anthracinus,Common Black-Hawk,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13428,CAVE-1106,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13430,CAVE-1108,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Unknown,Vagrant,In Recovery,True
13432,CAVE-1110,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Parabuteo unicinctus,Harris's Hawk,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13433,CAVE-1111,CAVE,Carlsbad Caverns,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
13435,CAVE-1113,CAVE,Carlsbad Caverns,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13437,CAVE-1115,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas acuta,Northern Pintail,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13438,CAVE-1116,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas americana,American Wigeon,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13439,CAVE-1117,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13440,CAVE-1118,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13441,CAVE-1119,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas cyanoptera,Cinnamon Teal,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13443,CAVE-1121,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas platyrhynchos,Mallard,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13445,CAVE-1123,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13447,CAVE-1125,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Aythya collaris,Ring-Necked Duck,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13449,CAVE-1127,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Branta canadensis,Canada Goose,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13450,CAVE-1128,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Bucephala albeola,Bufflehead,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13451,CAVE-1129,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13452,CAVE-1130,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Chen caerulescens,Snow Goose,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13453,CAVE-1131,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Cygnus columbianus,Tundra Swan,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13456,CAVE-1134,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Mergus merganser,Common Merganser,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13457,CAVE-1135,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Oxyura jamaicensis,Ruddy Duck,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13463,CAVE-1141,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Calypte costae,Costa's Hummingbird,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
13466,CAVE-1144,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Lampornis clemenciae,Blue-Throated Hummingbird,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13470,CAVE-1148,CAVE,Carlsbad Caverns,Caprimulgiformes,Caprimulgidae,Caprimulgus vociferus,Whip-Poor-Will,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13472,CAVE-1150,CAVE,Carlsbad Caverns,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk,Approved,Present,Native,Unknown,Resident,Least Concern,False
13473,CAVE-1151,CAVE,Carlsbad Caverns,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii,Common Poorwill,Approved,Present,Native,Unknown,Resident,Least Concern,False
13474,CAVE-1152,CAVE,Carlsbad Caverns,Charadriiformes,Charadriidae,Charadrius vociferus,Killdeer,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13475,CAVE-1153,CAVE,Carlsbad Caverns,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13477,CAVE-1155,CAVE,Carlsbad Caverns,Charadriiformes,Recurvirostridae,Himantopus mexicanus,Black-Necked Stilt,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13478,CAVE-1156,CAVE,Carlsbad Caverns,Charadriiformes,Recurvirostridae,Recurvirostra americana,American Avocet,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13480,CAVE-1158,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13485,CAVE-1163,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Gallinago delicata,Wilson's Snipe,Approved,Present,Native,Unknown,Migratory,Least Concern,False
13487,CAVE-1165,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Numenius americanus,Long-Billed Curlew,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13488,CAVE-1166,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Phalaropus lobatus,Red-Necked Phalarope,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13491,CAVE-1169,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13492,CAVE-1170,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13494,CAVE-1172,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13495,CAVE-1173,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Columba livia,Rock Pigeon,Approved,Present,Not Native,Unknown,Unknown,Least Concern,False
13497,CAVE-1175,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Columbina passerina,Common Ground-Dove,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13500,CAVE-1178,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Streptopelia decaocto,Eurasian Collared-Dove,Approved,Present,Not Native,Unknown,Unknown,Least Concern,False
13503,CAVE-1181,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13504,CAVE-1182,CAVE,Carlsbad Caverns,Coraciiformes,Alcedinidae,Ceryle alcyon,Belted Kingfisher,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13505,CAVE-1183,CAVE,Carlsbad Caverns,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Unknown,Breeder,Threatened,True
13508,CAVE-1186,CAVE,Carlsbad Caverns,Cuculiformes,Cuculidae,Geococcyx californianus,Greater Roadrunner,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13509,CAVE-1187,CAVE,Carlsbad Caverns,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True
13510,CAVE-1188,CAVE,Carlsbad Caverns,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
13511,CAVE-1189,CAVE,Carlsbad Caverns,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13512,CAVE-1190,CAVE,Carlsbad Caverns,Falconiformes,Falconidae,Falco sparverius,American Kestrel,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13514,CAVE-1192,CAVE,Carlsbad Caverns,Galliformes,Odontophoridae,Colinus virginianus,Northern Bobwhite,Approved,Present,Native,Unknown,Resident,Least Concern,False
13516,CAVE-1194,CAVE,Carlsbad Caverns,Galliformes,Phasianidae,Meleagris gallopavo,Wild Turkey,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13517,CAVE-1195,CAVE,Carlsbad Caverns,Galliformes,Phasianidae,Phasianus colchicus,Ring-Necked Pheasant,Approved,Present,Not Native,Unknown,Unknown,Least Concern,False
13519,CAVE-1197,CAVE,Carlsbad Caverns,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13520,CAVE-1198,CAVE,Carlsbad Caverns,Gruiformes,Rallidae,Fulica americana,American Coot,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13521,CAVE-1199,CAVE,Carlsbad Caverns,Gruiformes,Rallidae,Gallinula chloropus,Common Moorhen,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13522,CAVE-1200,CAVE,Carlsbad Caverns,Gruiformes,Rallidae,Porzana carolina,Sora,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13523,CAVE-1201,CAVE,Carlsbad Caverns,Gruiformes,Rallidae,Rallus limicola,Virginia Rail,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13524,CAVE-1202,CAVE,Carlsbad Caverns,Passeriformes,Aegithalidae,Psaltriparus minimus,Bushtit,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13529,CAVE-1207,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Cardinalis cardinalis,Northern Cardinal,Approved,Present,Native,Unknown,Resident,Least Concern,False
13531,CAVE-1209,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13538,CAVE-1216,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Piranga flava,Hepatic Tanager,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13541,CAVE-1219,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13542,CAVE-1220,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Spiza americana,Dickcissel,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13543,CAVE-1221,CAVE,Carlsbad Caverns,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13544,CAVE-1222,CAVE,Carlsbad Caverns,Passeriformes,Cinclidae,Cinclus mexicanus,American Dipper,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13545,CAVE-1223,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Aphelocoma californica,Western Scrub-Jay,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13546,CAVE-1224,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13547,CAVE-1225,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Corvus corax,Common Raven,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13549,CAVE-1227,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13550,CAVE-1228,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Cyanocitta stelleri,Steller's Jay,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13553,CAVE-1231,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Pica hudsonia,Black-Billed Magpie,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13557,CAVE-1235,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Ammodramus leconteii,Le Conte's Sparrow,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13558,CAVE-1236,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13562,CAVE-1240,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Chondestes grammacus,Lark Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
